kdo,268,270,278,279,280,285,288,292,295,296,300,301,303,304,305,307,308,309,311,317,320,322,323,325,335,336,342,343,344,348,349,353,354,355,356,357,358,363,364
Lutwin,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,
Marquart fil. Hermanni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Marquartus,,,,,,,,,,,,,,,,1,,,,,,1,,?,podčeší biskupa,1,,,,,,,,,?,,,,
Martin fil. Oztre,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
Martin Ozretic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,
Martinus,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martinus,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martinus de Zaiaczic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Matheo fil. Weztei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Matheus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Matheus fr Jan?ek,,,,,,,,1,,1,,,,,lovčí,,,,,stolník,,,stolník,,,,?,,,,,,,,,,,,
Matholth,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michal,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michul,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Milata,,1,,,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milgost fr. Petrus,,,1,,,,,,,?,,,,,,?,,,,,?,,,,,,?,,,,,,,,,,,,
Milgozt,,,,,,,,,,1,,,,,,?,,,,,?,,,,,,?,,,1,,,,,,,,,
Milgozt fil. Milgozti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
Milic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Milk,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miloslaus,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milotha fr. Bun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Mirozlaus,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Mistislaus,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mladota,,sudí,,,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modlik,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
Moiec,,brněnský kastelán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moymir,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
Mrakota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Mutine,,,pražský kastelán,1,1,1,,,,,?,číšník,,,,,,,,,,,,,,?,,,,,,,,,,,?,,
Nacepulc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Nacerad,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
Naczepulc,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
Nadamir,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Nausa,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nedamir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Norberc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Noztup,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Nuzluha,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
Obiden fr. Petrus,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Odolen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,?,,
Odolenus,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,?,,,,,?,,
Oldricus fil Stibor,,,1,1,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oldrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Oldrichus de Zizinkou,,,,1,netolický kastelán,?,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
Oldřich Přemyslovec,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olrichus fil. Oldrichi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Ones,,,,,,1,,komoří,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oraz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
Ota,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Otewec,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Otezlau,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
Otrad fil Otradi,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,?,,,,,,,,
Otto de Woirzan,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,
Otto fr. Wissa et Marq,,,,,,,,,,,,,,,,,,,,,,kaplan,,,,,,1,,,,,,,,,,,
Pabian,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pauolo fratri Slaueborii,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pelegrin fr. Riunus,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petr,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petr,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Petr fr. Sdeslaus,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petrus,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petrus,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,
Petrus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Petrus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Petrus de Carde,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petrus fil. Milgozi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Petrus fil. Obiden,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petrus,,sudí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petrus mil. Clusene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Petrus,,,dřevíčský kastelán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pilunk,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pocin,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Pomnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Pomnenus,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,?,,,,,,,
Pozden,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preda,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,
Predbor fr. Oldrih,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,
Predota,,,,,,,,,,,,,,,,1,,,,1,,dvorský sudí,dvorský sudí,,,,,,1,,,,,,,,,,
Predvor,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,?,
Pribizlau,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
Protiwafil Conradi,,,,,,,,podkonní,,podkonní,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Prybyslau,,,,,,,,1,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prybyslau fil Hemmerami,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Prybyzlaus fil. Cozhe,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
Przybyslau,,,,,boleslavský kastelán,?,,?,,,mečník,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
Przybyslaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Przybyslaw,1,,,,,,,,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
Przybyslaw de villa Bernhardi,1,,,,,,,,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
Purkos,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,
Quaxa,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Radoslaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Radouzlaus,,,,,1,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Radouzlaus fr Step M.,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
Ranec,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
Rapota scriba,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ratibor castelanus Godonensis,,hodonínský kastelán,,1,,,,,?,,netolický kastelán,,,,,,,,,vyšehradský kastelán,?,,1,,,dvorský sudí,,,,,,,,,kladský kastelán,,,?,
Regnero,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
Reinart,,,,,podkomoří biskupa,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,
Rim,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Riudolfo fil Hermanno,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riuinuis,,,kladský kastelán,kladský kastelán,,stolník,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rochce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Romanis,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
Ropreht,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Roznet,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rudolfus,,,,,kouřimský kastelán,,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russa,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruz fr. Drizislau,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,1,,,,,,,,,,,
Scazzlav,,,,,,1,,?,,,,,,,?,,,,,,,,,,,,,,,,,,,,,,,,
Sdeslaus,,,komoří,komoří,žatecký kastelán,1,,,,,žatecký kastelán,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sifridus mil. Fil. Milgozti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Slaubor,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,,,,,,,,,
Slauebor,,komoří,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smil fr. Nacerat,,,,,,,,,,,,,,,,,,,,,1,,,,,?,,,,,?,,,,?,,?,,
Smilek,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sobegerd fil. Pribislai,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,
Steffanus,,,,,,,,,,,,,,,,kaplan,,,,,,,,,,,,,,,,,,,,,,,
Stephan fil Milgozt,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephano,,,,,,,,,,,,,,,,,,,,netolický kastelán,1,,,,,,,,,,,,,,,,,,
Stephanus Morkowic,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
Stephanus,,,,,číšník biskupa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stibor synovec Benedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,?,
Stzybor fil Roperti,,,,,,,,,,1,,,,,,,,,,,,,,,,?,?,,,,,,,,,,,?,
Suest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Sulislau,,1,,,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swar,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thema,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,1
Theodoricus de Protiva,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troian fil.Velizlai,,,,,,,,,,,,,,1,,,,,,1,,,,,,,?,,1,,,,,,,,,,
Twrdsa,,podivínský kastelán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ulrichus de Zulislao,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Ulrichus Drzislaus,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
Vacemil,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vaceslau (dux olomuncensis),,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
Vbislaus de Trebonin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,
Velis,,,,,,,,,,,,,,,,,,,,pražský kastelán,,,,,,,,,,,,,,,,,,,
Vgolt,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Via,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
Vimika,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
Vitislaus,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vlricus fil Drizislau,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Voyslau,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vrazec de Saluha,,,,,,,,,,,,,,,,,,,komoří,,,,,,,,,,,,,,,,,,,,
Walech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Waltzta,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Werner,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Werzovicenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Wezel,,,,,,,,,,,,,,,,,,,,,,lovčí,,,,,,,,,,,,,,,,,
Wezmil fil. Soror Martini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
Weztei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Wichnandus,,,,,,,,,,,,,,,,,,,,,,,,,maršálek biskupa,,,,,,,,,,,,,,
Wilesa,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wilhelmus Uziz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
Winther fil Wilhardi,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wiske,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wissa fr. Marq.,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,1,,,,,,,,,
Witek,,,stolník,stolník,kladský kastelán,1,,,?,,?,,,pražský kastelán,1,1,1,,,,1,,1,,,1,,,,,,,,,,,,,
Witigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,podkomoří,1,,,
Witizlau,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Witla,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Wizha,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Wlad,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wlastibor,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wlazt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Wlaztiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
Woc,,,budyšínský kastelán,,,,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wocco,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Woita,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Yrud,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zauise fr. Hermannus,,,1,1,,1,1,,,,,,,boleslavský kastelán,,,,,,,,,1,,,,,,,,,,,,,,?,,
Zawisa,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,,
Zbis,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,
Zbislav,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zbramir,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,1,,,,
Zbraslaus,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zbraslaus,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zdislaus fr. Blego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,?
Zebraslaus de Turic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Zedlek,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zemislaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Zezema fil. Bertholdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,
Zezema fil. Zezema,,,1,,,,,,,,,,,,,,,,,stolník,,,1,,,,,,,,,,,,,,,,
Zezema,,,plzeňský kastelán,plzeňský kastelán,bílinský kastelán,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zlauibor,,,,,,,,stolník,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zlauik fr. Grabb.,,,,,,,,,,,,,,,,,1,,,,?,,,,,,?,,,,,,,1,1,1,1,,
Zlawa,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zlawa,,,,,,,,,,,,,,,,,,,sudí,,,,,,,,,,,,,,,,,,,,
Znoiata,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zstislaus,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Ztoik et Zlavk filius eius,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zuda fr Jan iudex,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,
Zudiwoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Zulislau,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
